GameID,Date,Team,Points,Home/Away,Win
195,"Sat, Nov 21, 2015",San Antonio Spurs,92,Home,1
196,"Sun, Nov 22, 2015",Toronto Raptors,91,Away,1
196,"Sun, Nov 22, 2015",Los Angeles Clippers,80,Home,0
197,"Sun, Nov 22, 2015",Boston Celtics,101,Away,0
197,"Sun, Nov 22, 2015",Brooklyn Nets,111,Home,1
198,"Sun, Nov 22, 2015",Phoenix Suns,116,Away,0
198,"Sun, Nov 22, 2015",New Orleans Pelicans,122,Home,1
199,"Sun, Nov 22, 2015",Dallas Mavericks,114,Away,0
199,"Sun, Nov 22, 2015",Oklahoma City Thunder,117,Home,1
200,"Sun, Nov 22, 2015",Golden State Warriors,118,Away,1
200,"Sun, Nov 22, 2015",Denver Nuggets,105,Home,0
201,"Sun, Nov 22, 2015",Portland Trail Blazers,107,Away,1
201,"Sun, Nov 22, 2015",Los Angeles Lakers,93,Home,0
202,"Mon, Nov 23, 2015",Sacramento Kings,122,Away,0
202,"Mon, Nov 23, 2015",Charlotte Hornets,127,Home,1
203,"Mon, Nov 23, 2015",Orlando Magic,103,Away,0
203,"Mon, Nov 23, 2015",Cleveland Cavaliers,117,Home,1
204,"Mon, Nov 23, 2015",New York Knicks,78,Away,0
204,"Mon, Nov 23, 2015",Miami Heat,95,Home,1
205,"Mon, Nov 23, 2015",Detroit Pistons,88,Away,0
205,"Mon, Nov 23, 2015",Milwaukee Bucks,109,Home,1
206,"Mon, Nov 23, 2015",Philadelphia 76ers,95,Away,0
206,"Mon, Nov 23, 2015",Minnesota Timberwolves,100,Home,1
